RepNam	halfLive_h	Ensembl_Gene	RefSeq_nuc1	Ensembl_nuc
NM_001001996	N.D.			
NM_001586	N.D.	ENSG00000278057.4	NM_001586	ENST00000617225.5
NM_033152	N.D.			
NM_033153	N.D.			
NM_032946	N.D.			
NM_033154	N.D.			
NM_033155	N.D.			
NM_031273	N.D.	ENSG00000170925.3	NM_031273	ENST00000302917.1
NM_002621	N.D.			
NM_032512	N.D.			
NM_172377	N.D.	ENSG00000126890.14	NM_172377	ENST00000369585.4
NM_020994	N.D.			
NM_017677	N.D.	ENSG00000102043.16	NM_017677	ENST00000374852.4
NM_004840	N.D.	ENSG00000129675.16	NM_004840	ENST00000250617.7
NM_052926	N.D.			
NM_001012978	N.D.	ENSG00000184515.11	NM_001012978	ENST00000333643.4
NM_001666	N.D.	ENSG00000089820.17	NM_001666	ENST00000350060.10
NM_001011657	N.D.			
NM_001011656	N.D.			
NM_032441	N.D.			
NM_002625	N.D.	ENSG00000158571.11	NM_002625	ENST00000375006.8
NM_139058	N.D.	ENSG00000004848.8	NM_139058	ENST00000379044.5
NM_000132	N.D.	ENSG00000185010.15	NM_000132	ENST00000360256.9
NM_019863	N.D.			
NM_201286	N.D.	ENSG00000247746.5	NM_201286	ENST00000500968.4
NM_014332	N.D.	ENSG00000091482.8	NM_014332	ENST00000379494.4
NM_015419	N.D.	ENSG00000101825.8	NM_015419	ENST00000217939.7
NM_001504	N.D.	ENSG00000186810.8	NM_001504	ENST00000373693.4
NM_007268	N.D.	ENSG00000155659.15	NM_007268	ENST00000374737.9
NM_001013403	N.D.	ENSG00000203933.3	NM_001013403	ENST00000370540.2
NM_133265	N.D.			
NM_000328	N.D.			
NM_001023582	N.D.			
NM_001034853	N.D.	ENSG00000156313.15	NM_001034853	ENST00000645032.1
NM_004065	N.D.			
NM_001448	N.D.	ENSG00000076716.9	NM_001448	ENST00000370828.4
NM_021785	N.D.	ENSG00000131831.18	NM_021785	ENST00000451717.6
NM_020717	N.D.	ENSG00000158352.18	NM_020717	ENST00000376020.9
NM_001003811	N.D.			
NM_031276	N.D.	ENSG00000120498.14	NM_031276	ENST00000374333.7
NM_000266	N.D.	ENSG00000124479.11	NM_000266	ENST00000642620.1
NM_001031705	N.D.	ENSG00000169551.13	NM_001031705	ENST00000276241.11
NM_017863	N.D.			
NM_001009615	N.D.	ENSG00000268988.2	NM_001009615	ENST00000598475.2
NM_015185	N.D.			
NM_032803	N.D.	ENSG00000165349.12	NM_032803	ENST00000374299.8
NM_001048164	N.D.			
NM_000074	N.D.	ENSG00000102245.9	NM_000074	ENST00000370629.7
NM_021637	N.D.	ENSG00000126950.8	NM_021637	ENST00000372930.5
NM_001009613	N.D.	ENSG00000189326.5	NM_001009613	ENST00000446864.2
NM_181532	N.D.	ENSG00000187682.2	NM_181532	ENST00000636362.1
NM_053281	N.D.	ENSG00000126733.22	NM_053281	ENST00000373125.9
NM_002351	N.D.	ENSG00000183918.18	NM_002351	ENST00000371139.9
NM_002363	N.D.			
NM_177415	N.D.			
NM_177404	N.D.	ENSG00000214107.9	NM_177404	ENST00000397548.4
NM_182540	N.D.			
NM_006517	N.D.	ENSG00000147100.11	NM_006517	ENST00000587091.6
NM_173357	N.D.			
NM_004794	N.D.	ENSG00000134594.5	NM_004794	ENST00000257017.5
NM_001009614	N.D.	ENSG00000203923.5	NM_001009614	ENST00000370493.4
NM_004224	N.D.	ENSG00000102195.10	NM_004224	ENST00000218316.4
NM_001012990	N.D.			
NM_021949	N.D.			
NM_001001344	N.D.	ENSG00000067842.18	NM_001001344	ENST00000263519.5
NM_001032726	N.D.			
NM_057162	N.D.			
NM_019117	N.D.	ENSG00000102271.14	NM_019117	ENST00000373119.9
NM_016608	N.D.	ENSG00000126947.13	NM_016608	ENST00000372829.8
NM_003446	N.D.	ENSG00000147117.8	NM_003446	ENST00000377073.4
NM_000377	N.D.	ENSG00000015285.12	NM_000377	ENST00000376701.5
NM_130775	N.D.			
NM_207422	N.D.			
NM_138819	N.D.			
NM_014728	N.D.			
NM_013347	N.D.	ENSG00000204086.4	NM_013347	ENST00000373040.4
NM_152278	N.D.	ENSG00000182916.8	NM_152278	ENST00000332431.5
NM_024082	N.D.			
NM_198451	N.D.	ENSG00000189299.7	NM_198451	ENST00000339140.5
NM_005296	N.D.			
NM_007250	N.D.	ENSG00000102349.18	NM_007250	ENST00000468660.6
NM_001017435	N.D.			
NM_032553	N.D.	ENSG00000147138.3	NM_032553	ENST00000645147.2
NM_004057	N.D.	ENSG00000169906.5	NM_004057	ENST00000380200.3
NM_018094	N.D.	ENSG00000189369.9	NM_018094	ENST00000340438.6
NM_152578	N.D.	ENSG00000176988.9	NM_152578	ENST00000370467.8
NM_016500	N.D.	ENSG00000102390.11	NM_016500	ENST00000373358.8
NM_004615	N.D.	ENSG00000156298.13	NM_004615	ENST00000378482.7
NM_080390	N.D.	ENSG00000184905.9	NM_080390	ENST00000372780.6
NM_018990	N.D.	ENSG00000122122.10	NM_018990	ENST00000356892.4
NM_198881	N.D.			
NM_017752	N.D.	ENSG00000133138.20	NM_017752	ENST00000357242.10
NM_001001888	N.D.	ENSG00000205642.11	NM_001001888	ENST00000381032.6
NM_152761	N.D.	ENSG00000165182.12	NM_152761	ENST00000379211.8
NM_001477	N.D.			
NM_203407	N.D.	ENSG00000187690.4	NM_203407	ENST00000342995.4
NM_001040663	N.D.	ENSG00000205777.19	NM_001040663	ENST00000381700.11
NM_001468	N.D.			
NM_001939	N.D.	ENSG00000102385.13	NM_001939	ENST00000395209.8
NM_015507	N.D.	ENSG00000198759.12	NM_015507	ENST00000361306.6
NM_014927	N.D.	ENSG00000149970.16	NM_014927	ENST00000379510.5
NM_153183	N.D.			
NM_000444	N.D.	ENSG00000102174.10	NM_000444	ENST00000379374.5
NM_000054	N.D.	ENSG00000126895.16	NM_000054	ENST00000646375.2
NM_001727	N.D.	ENSG00000102239.5	NM_001727	ENST00000370648.4
NM_006986	N.D.	ENSG00000179222.18	NM_006986	ENST00000326587.12
NM_001005333	N.D.			
NM_001005332	N.D.			
NM_016954	N.D.			
NM_173493	N.D.	ENSG00000166049.11	NM_173493	ENST00000370357.5
NM_005364	N.D.	ENSG00000156009.10	NM_005364	ENST00000286482.6
NM_001039900	N.D.			
NM_033626	N.D.			
NM_000166	N.D.	ENSG00000169562.13	NM_000166	ENST00000361726.7
NM_001042506	N.D.	ENSG00000184388.6	NM_001042506	ENST00000373521.4
NM_007231	N.D.	ENSG00000268104.3	NM_007231	ENST00000598581.3
NM_173698	N.D.			
NM_015686	N.D.	ENSG00000130054.5	NM_015686	ENST00000252338.5
NM_000397	N.D.	ENSG00000165168.9	NM_000397	ENST00000378588.5
NM_173495	N.D.	ENSG00000165186.12	NM_173495	ENST00000379361.5
NM_173523	N.D.	ENSG00000176746.6	NM_173523	ENST00000379034.1
NM_007150	N.D.			
NM_032882	N.D.	ENSG00000235961.6	NM_032882	ENST00000421798.5
NM_173494	N.D.	ENSG00000080572.14	NM_173494	ENST00000372453.8
NM_007325	N.D.	ENSG00000125675.20	NM_007325	ENST00000620443.2
NM_181894	N.D.			
NM_000828	N.D.	ENSG00000125675.20	NM_000828	ENST00000622768.5
NM_021998	N.D.			
NM_022144	N.D.	ENSG00000000005.6	NM_022144	ENST00000373031.5
NM_033670	N.D.			
NM_033031	N.D.	ENSG00000147082.18	NM_033031	ENST00000376042.6
NM_152577	N.D.	ENSG00000175809.6	NM_152577	ENST00000323684.4
NM_005462	N.D.	ENSG00000155495.9	NM_005462	ENST00000285879.5
NM_001010888	N.D.	ENSG00000102053.13	NM_001010888	ENST00000338957.5
NM_152631	N.D.	ENSG00000189132.6	NM_152631	ENST00000329357.6
NM_001011719	N.D.	ENSG00000205667.3	NM_001011719	ENST00000381130.3
NM_000307	N.D.	ENSG00000196767.9	NM_000307	ENST00000644024.2
NM_207320	N.D.	ENSG00000189401.3	NM_207320	ENST00000338352.3
NM_004042	N.D.			
NM_014467	N.D.	ENSG00000102359.9	NM_014467	ENST00000373004.5
NM_194463	N.D.	ENSG00000133135.14	NM_194463	ENST00000255499.3
NM_024539	N.D.			
NM_001031834	N.D.	ENSG00000102128.8	NM_001031834	ENST00000218249.7
NM_002025	N.D.	ENSG00000155966.14	NM_002025	ENST00000370460.7
NM_177456	N.D.			
NM_138702	N.D.	ENSG00000165509.13	NM_138702	ENST00000298296.1
NM_001013627	N.D.	ENSG00000204131.10	NM_001013627	ENST00000633930.2
NM_018977	N.D.			
NM_018015	N.D.	ENSG00000147231.14	NM_018015	ENST00000372548.9
NM_173699	N.D.	ENSG00000176774.6	NM_173699	ENST00000325250.2
NM_152226	N.D.			
NM_006240	N.D.			
NM_152224	N.D.			
NM_018666	N.D.			
NM_004709	N.D.			
NM_024859	N.D.	ENSG00000269313.6	NM_024859	ENST00000595224.6
NM_005140	N.D.	ENSG00000183862.6	NM_005140	ENST00000329903.5
NM_001142	N.D.	ENSG00000125363.14	NM_001142	ENST00000380714.7
NM_182680	N.D.			
NM_182681	N.D.			
NM_016157	N.D.			
NM_001039705	N.D.	ENSG00000067445.22	NM_001039705	ENST00000173898.12
NM_177556	N.D.			
NM_021123	N.D.			
NM_020061	N.D.	ENSG00000102076.10	NM_020061	ENST00000369951.9
NM_174961	N.D.			
NM_012278	N.D.	ENSG00000147166.11	NM_012278	ENST00000373829.8
NM_004312	N.D.	ENSG00000120500.19	NM_004312	ENST00000307959.9
NM_152869	N.D.	ENSG00000130988.13	NM_152869	ENST00000397180.6
NM_004683	N.D.			
NM_001012989	N.D.			
NM_173798	N.D.	ENSG00000174460.4	NM_173798	ENST00000310164.3
NM_002364	N.D.	ENSG00000099399.6	NM_002364	ENST00000378988.5
NM_016383	N.D.	ENSG00000102021.11	NM_016383	ENST00000371920.4
NM_033048	N.D.	ENSG00000147183.10	NM_033048	ENST00000276127.9
NM_017711	N.D.	ENSG00000130055.14	NM_017711	ENST00000374382.4
NM_001711	N.D.	ENSG00000182492.16	NM_001711	ENST00000331595.9
NM_144967	N.D.	ENSG00000147256.12	NM_144967	ENST00000276211.10
NM_020769	N.D.			
NM_022076	N.D.	ENSG00000189037.8	NM_022076	ENST00000339042.6
NM_001004051	N.D.	ENSG00000158301.20	NM_001004051	ENST00000483720.7
NM_138437	N.D.			
NM_198333	N.D.			
NM_014499	N.D.	ENSG00000078589.13	NM_014499	ENST00000171757.3
NM_016610	N.D.			
NM_138636	N.D.	ENSG00000101916.12	NM_138636	ENST00000218032.7
NM_177537	N.D.			
NM_030801	N.D.	ENSG00000187243.17	NM_030801	ENST00000335504.10
NM_177535	N.D.			
NM_152632	N.D.			
NM_017416	N.D.	ENSG00000189108.13	NM_017416	ENST00000372582.6
NM_013452	N.D.			
NM_002362	N.D.			
NM_001011550	N.D.			
NM_001011549	N.D.			
NM_001011548	N.D.	ENSG00000147381.12	NM_001011548	ENST00000276344.6
NM_014370	N.D.	ENSG00000184343.11	NM_014370	ENST00000370101.8
NM_144968	N.D.			
NM_001031745	N.D.	ENSG00000158423.17	NM_001031745	ENST00000375327.6
NM_000133	N.D.	ENSG00000101981.12	NM_000133	ENST00000218099.7
NM_001474	N.D.			
NM_000686	N.D.	ENSG00000180772.8	NM_000686	ENST00000371906.5
NM_016562	N.D.	ENSG00000196664.5	NM_016562	ENST00000380659.4
NM_005193	N.D.	ENSG00000131264.4	NM_005193	ENST00000373514.3
NM_001013579	N.D.	ENSG00000204195.4	NM_001013579	ENST00000374521.4
NM_152695	N.D.	ENSG00000173275.13	NM_152695	ENST00000339249.5
NM_198512	N.D.	ENSG00000184210.6	NM_198512	ENST00000333026.4
NM_003399	N.D.	ENSG00000122121.12	NM_003399	ENST00000371106.4
NM_001013736	N.D.	ENSG00000198173.5	NM_001013736	ENST00000358047.5
NM_080817	N.D.	ENSG00000171657.6	NM_080817	ENST00000302548.5
NM_001033513	N.D.			
NM_005300	N.D.			
NM_001033514	N.D.			
NM_012216	N.D.	ENSG00000080561.14	NM_012216	ENST00000262843.11
NM_052817	N.D.			
NM_032539	N.D.	ENSG00000185985.11	NM_032539	ENST00000335565.6
NM_173695	N.D.			
NM_007003	N.D.	ENSG00000101951.17	NM_007003	ENST00000218068.7
NM_152423	N.D.			
NM_012069	N.D.			
NM_153834	N.D.	ENSG00000156920.11	NM_153834	ENST00000394143.6
NM_182607	N.D.	ENSG00000101842.14	NM_182607	ENST00000217957.10
NM_080832	N.D.	ENSG00000174740.8	NM_080832	ENST00000312600.4
NM_152630	N.D.	ENSG00000174016.11	NM_152630	ENST00000308293.6
NM_003669	N.D.			
NM_005393	N.D.	ENSG00000198753.12	NM_005393	ENST00000361971.10
NM_018969	N.D.	ENSG00000184194.6	NM_018969	ENST00000332582.5
NM_000531	N.D.	ENSG00000036473.8	NM_000531	ENST00000039007.5
NM_013364	N.D.	ENSG00000183837.10	NM_013364	ENST00000593810.3
NM_014710	N.D.			
NM_194324	N.D.	ENSG00000158427.15	NM_194324	ENST00000540220.6
NM_012253	N.D.	ENSG00000007350.17	NM_012253	ENST00000369915.8
NM_002365	N.D.	ENSG00000198798.6	NM_002365	ENST00000361644.4
NM_175569	N.D.			
NM_014799	N.D.			
NM_138737	N.D.			
NM_199478	N.D.			
NM_000533	N.D.	ENSG00000123560.14	NM_000533	ENST00000621218.5
NM_001015038	N.D.	ENSG00000238269.9	NM_001015038	ENST00000374971.2
NM_002049	N.D.	ENSG00000102145.16	NM_002049	ENST00000376670.9
NM_130467	N.D.			
NM_001013435	N.D.	ENSG00000158639.13	NM_001013435	ENST00000374955.8
NM_182506	N.D.	ENSG00000177689.10	NM_182506	ENST00000356790.2
NM_022567	N.D.			
NM_001004308	N.D.			
NM_005448	N.D.	ENSG00000130385.6	NM_005448	ENST00000252677.4
NM_020384	N.D.	ENSG00000165376.12	NM_020384	ENST00000336803.2
NM_000240	N.D.	ENSG00000189221.11	NM_000240	ENST00000338702.4
NM_001008535	N.D.			
NM_001008534	N.D.			
NM_178813	N.D.	ENSG00000186471.13	NM_178813	ENST00000371431.8
NM_207339	N.D.	ENSG00000234068.7	NM_207339	ENST00000374968.9
NM_014061	N.D.	ENSG00000187601.5	NM_014061	ENST00000342972.3
NM_005635	N.D.	ENSG00000126752.8	NM_005635	ENST00000376919.4
NM_020932	N.D.	ENSG00000198934.5	NM_020932	ENST00000361470.4
NM_033085	N.D.	ENSG00000147378.11	NM_033085	ENST00000370350.7
NM_198465	N.D.	ENSG00000123572.17	NM_198465	ENST00000243300.14
NM_002367	N.D.	ENSG00000120289.12	NM_002367	ENST00000378982.4
NM_016267	N.D.	ENSG00000102243.13	NM_016267	ENST00000370634.8
NM_005314	N.D.	ENSG00000126010.6	NM_005314	ENST00000380289.3
NM_003492	N.D.	ENSG00000177854.8	NM_003492	ENST00000369982.5
NM_001004486	N.D.	ENSG00000171054.9	NM_001004486	ENST00000338616.6
NM_003868	N.D.	ENSG00000196468.8	NM_003868	ENST00000439435.3
NM_182541	N.D.	ENSG00000179363.7	NM_182541	ENST00000319560.7
NM_003413	N.D.	ENSG00000156925.12	NM_003413	ENST00000287538.10
NM_001475	N.D.			
NM_001005609	N.D.			
NM_001005613	N.D.			
NM_001005610	N.D.			
NM_001005612	N.D.			
NM_001005614	N.D.			
NM_001399	N.D.	ENSG00000158813.18	NM_001399	ENST00000374552.9
NM_001005611	N.D.			
NM_001005615	N.D.			
NM_002578	N.D.	ENSG00000077264.16	NM_002578	ENST00000372007.10
NM_001017417	N.D.	ENSG00000268940.6	NM_001017417	ENST00000594565.6
NM_014271	N.D.	ENSG00000169306.10	NM_014271	ENST00000378993.6
NM_138960	N.D.	ENSG00000153779.11	NM_138960	ENST00000283891.6
NM_203303	N.D.	ENSG00000187969.6	NM_203303	ENST00000339534.4
NM_006481	N.D.			
NM_000458	N.D.	ENSG00000275410.6	NM_000458	ENST00000617811.5
NM_014566	N.D.	ENSG00000262628.1	NM_014566	ENST00000575751.1
NM_213726	N.D.			
NM_000042	N.D.	ENSG00000091583.11	NM_000042	ENST00000205948.11
NM_002602	N.D.	ENSG00000185527.12	NM_002602	ENST00000331056.10
NM_032962	N.D.			
NM_004166	N.D.			
NM_032963	N.D.	ENSG00000276409.5	NM_032963	ENST00000618404.5
NM_031964	N.D.	ENSG00000186860.5	NM_031964	ENST00000334202.5
NM_145351	N.D.			
NM_145350	N.D.			
NM_145352	N.D.			
NM_145349	N.D.			
NM_003693	N.D.	ENSG00000074660.17	NM_003693	ENST00000263071.9
NM_014308	N.D.			
NM_006160	N.D.	ENSG00000171532.5	NM_006160	ENST00000302584.5
NM_001040282	N.D.			
NM_080283	N.D.	ENSG00000154258.17	NM_080283	ENST00000340001.9
NM_031430	N.D.	ENSG00000167705.12	NM_031430	ENST00000301336.7
NM_019016	N.D.	ENSG00000167916.5	NM_019016	ENST00000264651.3
NM_003554	N.D.	ENSG00000127780.3	NM_003554	ENST00000248384.1
NM_181534	N.D.	ENSG00000204897.7	NM_181534	ENST00000312150.5
NM_003552	N.D.			
NM_003802	N.D.	ENSG00000006788.14	NM_003802	ENST00000252172.9
NM_002277	N.D.	ENSG00000094796.5	NM_002277	ENST00000251645.3
NM_032598	N.D.			
NM_000250	N.D.	ENSG00000005381.9	NM_000250	ENST00000225275.4
NM_001140	N.D.	ENSG00000161905.13	NM_001140	ENST00000293761.8
NM_152598	N.D.	ENSG00000173838.12	NM_152598	ENST00000311269.10
NM_173623	N.D.			
NM_144681	N.D.	ENSG00000161973.11	NM_144681	ENST00000293845.8
NM_002983	N.D.	ENSG00000277632.2	NM_002983	ENST00000613922.2
NM_017534	N.D.	ENSG00000125414.19	NM_017534	ENST00000245503.10
NM_019064	N.D.			
NM_173477	N.D.	ENSG00000182040.9	NM_173477	ENST00000614341.5
NM_213597	N.D.			
NM_017986	N.D.	ENSG00000132517.15	NM_017986	ENST00000254853.10
NM_002280	N.D.	ENSG00000197079.9	NM_002280	ENST00000246639.7
NM_145654	N.D.	ENSG00000278023.7	NM_145654	ENST00000620284.5
NM_001034836	N.D.			
NM_024017	N.D.	ENSG00000170689.10	NM_024017	ENST00000311177.7
NM_002981	N.D.	ENSG00000108702.4	NM_002981	ENST00000225842.4
NM_024016	N.D.	ENSG00000120068.7	NM_024016	ENST00000239144.5
NM_005963	N.D.	ENSG00000109061.10	NM_005963	ENST00000226207.6
NM_001038704	N.D.			
NM_002145	N.D.	ENSG00000173917.11	NM_002145	ENST00000330070.6
NM_022059	N.D.			
NM_024119	N.D.	ENSG00000108771.13	NM_024119	ENST00000251642.8
NM_006382	N.D.	ENSG00000241322.11	NM_006382	ENST00000395906.8
NM_194072	N.D.			
NM_001033054	N.D.			
NM_014336	N.D.	ENSG00000129221.16	NM_014336	ENST00000381129.8
NM_001033055	N.D.			
NM_145809	N.D.			
NM_174892	N.D.	ENSG00000178789.9	NM_174892	ENST00000392621.6
NM_153490	N.D.	ENSG00000171401.15	NM_153490	ENST00000246635.8
NM_002274	N.D.			
NM_001454	N.D.	ENSG00000129654.8	NM_001454	ENST00000322957.7
NM_144682	N.D.	ENSG00000154760.14	NM_144682	ENST00000285013.11
NM_182564	N.D.			
NM_177550	N.D.	ENSG00000141485.17	NM_177550	ENST00000433363.7
NM_001001684	N.D.			
NM_004758	N.D.	ENSG00000005379.17	NM_004758	ENST00000343736.9
NM_178500	N.D.	ENSG00000173868.12	NM_178500	ENST00000310544.9
NM_002985	N.D.			
NM_003553	N.D.	ENSG00000180016.2	NM_003553	ENST00000322608.2
NM_002275	N.D.	ENSG00000171346.16	NM_002275	ENST00000254043.8
NM_024702	N.D.	ENSG00000141579.7	NM_024702	ENST00000269394.4
NM_001317	N.D.	ENSG00000136488.15	NM_001317	ENST00000316193.13
NM_022641	N.D.			
NM_022640	N.D.			
NM_001032278	N.D.			
NM_024302	N.D.	ENSG00000271447.6	NM_024302	ENST00000605424.6
NM_002551	N.D.			
NM_001671	N.D.	ENSG00000141505.12	NM_001671	ENST00000269299.8
NM_030630	N.D.	ENSG00000167861.16	NM_030630	ENST00000425042.7
NM_002279	N.D.	ENSG00000131738.11	NM_002279	ENST00000251646.8
NM_181535	N.D.	ENSG00000173908.9	NM_181535	ENST00000306658.8
NM_172232	N.D.	ENSG00000154265.16	NM_172232	ENST00000392676.8
NM_018672	N.D.			
NM_153357	N.D.			
NM_002144	N.D.	ENSG00000120094.9	NM_002144	ENST00000239174.7
NM_174919	N.D.			
NM_181539	N.D.	ENSG00000186393.6	NM_181539	ENST00000335552.5
NM_152349	N.D.	ENSG00000213424.9	NM_152349	ENST00000394052.5
NM_182906	N.D.			
NM_006344	N.D.			
NM_207454	N.D.			
NM_000873	N.D.			
NM_020405	N.D.	ENSG00000161381.14	NM_020405	ENST00000315392.9
NM_002472	N.D.	ENSG00000133020.4	NM_002472	ENST00000403437.2
NM_004123	N.D.	ENSG00000159224.4	NM_004123	ENST00000357424.2
NM_000835	N.D.	ENSG00000161509.14	NM_000835	ENST00000293190.10
NM_004167	N.D.			
NM_032965	N.D.	ENSG00000275718.2	NM_032965	ENST00000617897.2
NM_032964	N.D.			
NM_015982	N.D.	ENSG00000006047.13	NM_015982	ENST00000007699.10
NM_033062	N.D.	ENSG00000244537.3	NM_033062	ENST00000377726.3
NM_033188	N.D.	ENSG00000198271.5	NM_033188	ENST00000343246.6
NM_178568	N.D.	ENSG00000185924.7	NM_178568	ENST00000331238.7
NM_000226	N.D.	ENSG00000171403.10	NM_000226	ENST00000246662.9
NM_001042685	N.D.			
NM_025237	N.D.	ENSG00000167941.3	NM_025237	ENST00000301691.3
NM_001838	N.D.	ENSG00000126353.3	NM_001838	ENST00000246657.2
NM_016084	N.D.	ENSG00000108551.5	NM_016084	ENST00000225688.4
NM_000342	N.D.	ENSG00000004939.16	NM_000342	ENST00000262418.12
NM_020178	N.D.	ENSG00000154975.14	NM_020178	ENST00000451037.7
NM_002544	N.D.	ENSG00000126861.5	NM_002544	ENST00000247271.5
NM_198393	N.D.			
NM_031272	N.D.	ENSG00000121101.16	NM_031272	ENST00000349033.10
NM_001004313	N.D.	ENSG00000187824.9	NM_001004313	ENST00000341871.8
NM_020787	N.D.	ENSG00000197566.10	NM_020787	ENST00000311331.12
NM_006678	N.D.	ENSG00000167850.4	NM_006678	ENST00000330793.2
NM_020426	N.D.	ENSG00000275722.5	NM_020426	ENST00000615905.5
NM_002550	N.D.	ENSG00000180090.5	NM_002550	ENST00000323404.2
NM_207388	N.D.			
NM_030802	N.D.	ENSG00000121104.8	NM_030802	ENST00000240364.7
NM_002558	N.D.	ENSG00000108405.4	NM_002558	ENST00000225538.4
NM_001004306	N.D.			
NM_080416	N.D.			
NM_080415	N.D.			
NM_004574	N.D.			
NM_181449	N.D.	ENSG00000186407.7	NM_181449	ENST00000392619.2
NM_005557	N.D.	ENSG00000186832.9	NM_005557	ENST00000301653.9
NM_199340	N.D.	ENSG00000176809.11	NM_199340	ENST00000584306.6
NM_032391	N.D.	ENSG00000159182.5	NM_032391	ENST00000290294.5
NM_014683	N.D.	ENSG00000083290.20	NM_014683	ENST00000395544.9
NM_000223	N.D.	ENSG00000187242.6	NM_000223	ENST00000251643.5
NM_002055	N.D.	ENSG00000131095.14	NM_002055	ENST00000588735.3
NM_022556	N.D.			
NM_022557	N.D.			
NM_002059	N.D.	ENSG00000136487.18	NM_002059	ENST00000423893.7
NM_022558	N.D.			
NM_145068	N.D.	ENSG00000167723.15	NM_145068	ENST00000576742.6
NM_006613	N.D.	ENSG00000154016.14	NM_006613	ENST00000284154.10
NM_016429	N.D.	ENSG00000005243.10	NM_016429	ENST00000621465.5
NM_003644	N.D.			
NM_201432	N.D.			
NM_201433	N.D.	ENSG00000007237.19	NM_201433	ENST00000432992.7
NM_173624	N.D.			
NM_182566	N.D.	ENSG00000182853.12	NM_182566	ENST00000328739.6
NM_001004334	N.D.	ENSG00000277399.6	NM_001004334	ENST00000616987.5
NM_152781	N.D.	ENSG00000270379.6	NM_152781	ENST00000604834.6
NM_002548	N.D.	ENSG00000184166.3	NM_002548	ENST00000641833.1
NM_032524	N.D.	ENSG00000171396.12	NM_032524	ENST00000390661.5
NM_012329	N.D.	ENSG00000108960.9	NM_012329	ENST00000262065.8
NM_152270	N.D.			
NM_001267	N.D.	ENSG00000136457.10	NM_001267	ENST00000508540.6
NM_001010855	N.D.	ENSG00000276231.5	NM_001010855	ENST00000619866.5
NM_203400	N.D.	ENSG00000179673.5	NM_203400	ENST00000322329.5
NM_003555	N.D.	ENSG00000183024.4	NM_003555	ENST00000328890.3
NM_018286	N.D.	ENSG00000166292.12	NM_018286	ENST00000424486.3
NM_031898	N.D.	ENSG00000125409.13	NM_031898	ENST00000395930.6
NM_053285	N.D.	ENSG00000167858.13	NM_053285	ENST00000338694.7
NM_001181	N.D.			
NM_080914	N.D.			
NM_080913	N.D.			
NM_080912	N.D.			
NM_001007530	N.D.	ENSG00000223510.7	NM_001007530	ENST00000420162.7
NM_015515	N.D.	ENSG00000108244.17	NM_015515	ENST00000209718.8
NM_080284	N.D.	ENSG00000154262.13	NM_080284	ENST00000284425.7
NM_005220	N.D.	ENSG00000064195.7	NM_005220	ENST00000434704.2
NM_003771	N.D.	ENSG00000126337.14	NM_003771	ENST00000328119.11
NM_183230	N.D.			
NM_183231	N.D.			
NM_183228	N.D.			
NM_183232	N.D.			
NM_012481	N.D.	ENSG00000161405.17	NM_012481	ENST00000346872.8
NM_183229	N.D.			
NM_134268	N.D.	ENSG00000161544.10	NM_134268	ENST00000293230.10
NM_152908	N.D.			
NM_206832	N.D.	ENSG00000182271.13	NM_206832	ENST00000328886.5
NM_015194	N.D.	ENSG00000176658.17	NM_015194	ENST00000318217.10
NM_139285	N.D.	ENSG00000270765.7	NM_139285	ENST00000604641.6
NM_178520	N.D.			
NM_004655	N.D.	ENSG00000168646.14	NM_004655	ENST00000307078.10
NM_001001685	N.D.			
NM_002722	N.D.	ENSG00000108849.8	NM_002722	ENST00000225992.8
NM_021013	N.D.			
NM_003770	N.D.	ENSG00000108417.4	NM_003770	ENST00000225550.4
NM_153338	N.D.			
NM_080282	N.D.			
NM_178860	N.D.	ENSG00000063015.21	NM_178860	ENST00000317338.17
NM_001075099	N.D.			
NM_003726	N.D.	ENSG00000141293.16	NM_003726	ENST00000336915.11
NM_002147	N.D.	ENSG00000120075.6	NM_002147	ENST00000239151.6
NM_001076680	N.D.	ENSG00000232859.10	NM_001076680	ENST00000379102.8
NM_017533	N.D.	ENSG00000264424.1	NM_017533	ENST00000255381.2
NM_152343	N.D.	ENSG00000184361.13	NM_152343	ENST00000331780.5
NM_022645	N.D.			
NM_022644	N.D.			
NM_020991	N.D.	ENSG00000213218.11	NM_020991	ENST00000392886.7
NM_000638	N.D.	ENSG00000109072.14	NM_000638	ENST00000226218.9
NM_002470	N.D.	ENSG00000109063.15	NM_002470	ENST00000583535.6
NM_002276	N.D.	ENSG00000171345.13	NM_002276	ENST00000361566.7
NM_004527	N.D.	ENSG00000005102.14	NM_004527	ENST00000318579.9
NM_001040002	N.D.			
NM_013999	N.D.			
NM_174920	N.D.			
NM_004138	N.D.	ENSG00000006059.4	NM_004138	ENST00000007735.4
NM_002404	N.D.	ENSG00000166482.12	NM_002404	ENST00000299610.5
NM_199262	N.D.			
NM_006771	N.D.	ENSG00000171360.4	NM_006771	ENST00000246646.4
NM_004590	N.D.	ENSG00000275152.5	NM_004590	ENST00000611905.2
NM_145898	N.D.			
NM_005064	N.D.	ENSG00000274736.5	NM_005064	ENST00000615050.2
NM_004160	N.D.			
NM_025248	N.D.	ENSG00000277363.5	NM_025248	ENST00000617146.5
NM_022560	N.D.			
NM_000515	N.D.	ENSG00000259384.7	NM_000515	ENST00000323322.10
NM_022562	N.D.			
NM_022559	N.D.			
NM_022561	N.D.			
